Municipio,Nombre,Tipo,Latitud,Longitud,Consultorios,Camas
Aculco,EL AZAFRAN,UNIDAD DE CONSULTA EXTERNA,20.036426,-99.718184,1,0
Aculco,FONDO,UNIDAD DE CONSULTA EXTERNA,20.05925,-99.765006,1,0
Aculco,LA CONCEPCIÓN,UNIDAD DE CONSULTA EXTERNA,20.14648,-99.925039,1,0
Aculco,SAN MARTÍN EJIDO,UNIDAD DE CONSULTA EXTERNA,20.074822,-99.698706,1,0
Aculco,SANTA ANA MATLABAT,UNIDAD DE CONSULTA EXTERNA,20.147033,-99.796646,1,0
Aculco,SANTIAGO OXTHOC TOXHIE,UNIDAD DE CONSULTA EXTERNA,20.0169,-99.8472,1,0
Aculco,CENTRO DE SALUD SAN JOAQUÍN COSCOMATEPEC,UNIDAD DE CONSULTA EXTERNA,20.108504,-99.899837,2,0
Aculco,CENTRO DE SALUD SANTA MARÍA NATIVITAS,UNIDAD DE CONSULTA EXTERNA,20.093211,-99.795941,3,0
Aculco,EJIDO SAN JERONIMO,UNIDAD DE CONSULTA EXTERNA,20.087151,-99.8644,2,0
Aculco,SAN PEDRO DENXHI,UNIDAD DE CONSULTA EXTERNA,20.242672,-99.963906,2,0
Aculco,CARAVANA BONXHI,UNIDAD DE CONSULTA EXTERNA,20.087212,-99.864369,2,0
Aculco,SAN LUCAS TERCER CUARTEL,UNIDAD DE CONSULTA EXTERNA,20.144627,-99.882921,3,0
Aculco,SAN LUCAS TOTOLMALOYA,UNIDAD DE CONSULTA EXTERNA,20.164026,-99.897604,2,0
Almoloya de Alquisiras,CEAPS ALMOLOYA DE ALQUISIRAS LEANDRO VALLE,UNIDAD DE CONSULTA EXTERNA,18.859942,-99.889159,5,2
Almoloya de Alquisiras,C.S. AQUIAPAN,UNIDAD DE CONSULTA EXTERNA,18.744483,-99.851612,1,0
Almoloya de Alquisiras,PACHUQUILLA,UNIDAD DE CONSULTA EXTERNA,18.837742,-99.811005,1,0
Almoloya de Alquisiras,PLAN DE VIGAS,UNIDAD DE CONSULTA EXTERNA,18.8108,-99.8862,1,0
Almoloya de Alquisiras,SAN ANDRÉS TEPETITLAN,UNIDAD DE CONSULTA EXTERNA,18.898007,-99.918312,1,0
Almoloya de Juárez,LA GAVIA,UNIDAD DE CONSULTA EXTERNA,19.3876,-99.879363,1,0
Almoloya de Juárez,PALOS AMARILLOS,UNIDAD DE CONSULTA EXTERNA,19.539452,-99.916881,1,0
Almoloya de Juárez,SALITRE DE MAÑONES 2,UNIDAD DE CONSULTA EXTERNA,19.439214,-99.78827,1,0
Almoloya de Juárez,CEAPS DR. MANUEL URIBE Y TRONCOSO,UNIDAD DE CONSULTA EXTERNA,19.343421,-99.746698,5,8
Almoloya de Juárez,CIENEGUILLAS,UNIDAD DE CONSULTA EXTERNA,19.407676,-99.857312,2,0
Almoloya de Juárez,DILATADA SUR,UNIDAD DE CONSULTA EXTERNA,19.298581,-99.902196,1,0
Almoloya de Juárez,OCOYOTEPEC CENTRO,UNIDAD DE CONSULTA EXTERNA,19.495052,-99.842499,1,0
Almoloya de Juárez,PAREDON EJIDO,UNIDAD DE CONSULTA EXTERNA,19.386716,-99.840117,1,0
Almoloya de Juárez,SAN ANTONIO BUENAVISTA,UNIDAD DE CONSULTA EXTERNA,19.34876,-99.903738,1,0
Almoloya de Juárez,SAN PEDRO DE LA HORTALIZA,UNIDAD DE CONSULTA EXTERNA,19.389422,-99.819715,1,0
Almoloya de Juárez,EL ESTANCO,UNIDAD DE CONSULTA EXTERNA,19.325798,-99.884703,2,0
Almoloya de Juárez,MEXTEPEC,UNIDAD DE CONSULTA EXTERNA,19.460928,-99.891345,2,0
Almoloya de Juárez,SAN AGUSTÍN CITLALI,UNIDAD DE CONSULTA EXTERNA,19.484592,-99.796731,2,0
Almoloya de Juárez,SAN AGUSTÍN POTEJE CENTRO,UNIDAD DE CONSULTA EXTERNA,19.341609,-99.819729,2,0
Almoloya de Juárez,SANTA CATARINA TABERNILLAS,UNIDAD DE CONSULTA EXTERNA,19.467869,-99.866052,2,0
Almoloya de Juárez,SANTA JUANA 1A.SECC.,UNIDAD DE CONSULTA EXTERNA,19.386568,-99.737083,2,0
Almoloya de Juárez,YEBUCIVI,UNIDAD DE CONSULTA EXTERNA,19.504935,-99.906983,2,0
Almoloya de Juárez,MAYORAZGO DE LEÓN,UNIDAD DE CONSULTA EXTERNA,19.46095,-99.758147,2,0
Almoloya de Juárez,SAN FRANCISCO TLALCILALCALPAN,UNIDAD DE CONSULTA EXTERNA,19.29096,-99.770319,2,0
Almoloya de Juárez,SAN MIGUEL TLALCHICHILPAN,UNIDAD DE CONSULTA EXTERNA,19.344897,-99.759303,2,0
Almoloya de Juárez,SAN PEDRO DE LA CONCEPCIÓN,UNIDAD DE CONSULTA EXTERNA,19.366332,-99.765855,2,0
Almoloya de Juárez,SANTIAGUITO TLALCILALCALLI,UNIDAD DE CONSULTA EXTERNA,19.338716,-99.728128,2,0
Almoloya de Juárez,CENTRO DE SALUD SAN FRANCISCO TLALCILALCALPAN II,UNIDAD DE CONSULTA EXTERNA,19.299096,-99.780231,4,0
Almoloya de Juárez,SAN MIGUEL ALMOLOYAN,UNIDAD DE CONSULTA EXTERNA,19.358276,-99.802047,3,0
Almoloya de Juárez,CENTRO DE SALUD URBANO ALMOLOYA DE JUÁREZ,UNIDAD DE CONSULTA EXTERNA,19.36788,-99.75559,9,0
Almoloya del Río,CEAPS ALMOLOYA DEL RÍO LEONARDO BRAVO BICENTENARIO,UNIDAD DE CONSULTA EXTERNA,19.162937,-99.488617,7,6
Amanalco,RINCÓN DE GUADALUPE,UNIDAD DE CONSULTA EXTERNA,19.268714,-99.991243,1,0
Amanalco,AGUA BENDITA,UNIDAD DE CONSULTA EXTERNA,19.273532,-99.944683,1,0
Amanalco,EL CAPULIN,UNIDAD DE CONSULTA EXTERNA,19.293376,-99.943449,1,0
Amanalco,EL POTRERO,UNIDAD DE CONSULTA EXTERNA,19.306101,-99.993993,1,0
Amanalco,SAN BARTOLO,UNIDAD DE CONSULTA EXTERNA,19.248219,-100.056445,1,0
Amanalco,SAN MATEO,UNIDAD DE CONSULTA EXTERNA,19.279974,-100.015133,1,0
Amanalco,SAN JERÓNIMO,UNIDAD DE CONSULTA EXTERNA,19.240602,-100.02231,3,0
Amanalco,AMANALCO,UNIDAD DE CONSULTA EXTERNA,19.253818,-100.022128,3,0
Amatepec,CEAPS AMATEPEC,UNIDAD DE CONSULTA EXTERNA,18.682822,-100.185877,10,5
Amatepec,AGUACATITLÁN,UNIDAD DE CONSULTA EXTERNA,18.709017,-100.289299,1,0
Amatepec,CINCUENTA ARROBAS,UNIDAD DE CONSULTA EXTERNA,18.652603,-100.382364,1,0
Amatepec,EL CERRO DEL CAMPO,UNIDAD DE CONSULTA EXTERNA,18663208,-100.263083,1,0
Amatepec,EL SALITRE PALMARILLOS,UNIDAD DE CONSULTA EXTERNA,18.724666,-100.288285,2,0
Amatepec,GOLETA LA,UNIDAD DE CONSULTA EXTERNA,18.678244,-100.099655,1,0
Amatepec,PUENTE VIEJO,UNIDAD DE CONSULTA EXTERNA,18.791818,-100.179218,1,0
Amatepec,SAN MARTÍN,UNIDAD DE CONSULTA EXTERNA,18.75163,-100.241371,1,0
Amatepec,SAN MIGUEL ZINACAUSTO,UNIDAD DE CONSULTA EXTERNA,18.713837,-100.242724,1,0
Amatepec,SAN SIMON,UNIDAD DE CONSULTA EXTERNA,18.746613,-100.173317,1,0
Amatepec,SANTIAGO AMATEPEC,UNIDAD DE CONSULTA EXTERNA,18.68968,-100.24392,1,0
Amatepec,U. MÓVIL ISEM BARRANCA DE ESMERALDAS,UNIDAD DE CONSULTA EXTERNA,18.698801,-100.368941,0,0
Amatepec,U. MÓVIL ISEM CERRO DE LAS ANIMAS,UNIDAD DE CONSULTA EXTERNA,18.698801,-100.368941,0,0
Amatepec,U. MÓVIL ISEM LA PAROTA,UNIDAD DE CONSULTA EXTERNA,18.682859,-100.185754,0,0
Amatepec,U. MÓVIL ISEM MANGO MATUZ,UNIDAD DE CONSULTA EXTERNA,18.698801,-100.368941,0,0
Amatepec,PALMAR CHICO,UNIDAD DE CONSULTA EXTERNA,18.698814,-100.368934,4,0
Amecameca,H.G. VALENTÍN GÓMEZ FARÍAS (SAN FRANCISCO ZENTLALPAN),UNIDAD DE HOSPITALIZACION,19.14126,-98.785105,9,98
Amecameca,CENTRO DE SALUD SANTA ISABEL CHALMA AMECAMECA,UNIDAD DE CONSULTA EXTERNA,19.158172,-98.761427,1,0
Amecameca,ZOYATZINGO,UNIDAD DE CONSULTA EXTERNA,19.09143624,-98.78536922,1,0
Amecameca,SAN PEDRO NEXAPA,UNIDAD DE CONSULTA EXTERNA,19.081637,-98.730733,3,0
Amecameca,AMECAMECA,UNIDAD DE CONSULTA EXTERNA,19.115154,-98.769335,7,0
Amecameca,ALMACÉN JURISDICCIONAL AMECAMECA,ESTABLECIMIENTO DE APOYO,19.129485,-99.771599,0,0
Apaxco,COYOTILLOS,UNIDAD DE CONSULTA EXTERNA,20.000552,-99.157577,1,0
Apaxco,SANTA MARÍA APAXCO,UNIDAD DE CONSULTA EXTERNA,19.569466,-99.765138,1,0
Apaxco,APAXCO,UNIDAD DE CONSULTA EXTERNA,19.979335,-99.169152,3,0
Atenco,CEAPS SAN SALVADOR ATENCO,UNIDAD DE CONSULTA EXTERNA,19.54664,-98.914321,8,6
Atenco,CEAPS SANTA ROSA,UNIDAD DE CONSULTA EXTERNA,19.590237,-98.96584,5,1
Atenco,ZAPOTLAN,UNIDAD DE CONSULTA EXTERNA,19.54718718,-98.90017057,2,0
Atenco,SN CRISTÓBAL NEXQUIPAYAC,UNIDAD DE CONSULTA EXTERNA,19.581724,-98.9306748,1,0
Atenco,SAN FRANCISCO ACUEXCOMAC,UNIDAD DE CONSULTA EXTERNA,19.560428,-98.912778,2,0
Atenco,SANTA ISABEL IXTAPAN,UNIDAD DE CONSULTA EXTERNA,19.58221,-98.946,3,0
Atizapán,HOSPITAL MUNICIPAL SANTA CRUZ ATIZAPÁN BICENTENARIO,UNIDAD DE HOSPITALIZACION,19.181763,-99.490306,9,20
Atizapán de Zaragoza,HOSPITAL MATERNO INFANTIL GUADALUPE VICTORIA ATIZAPÁN DE ZARAGOZA,UNIDAD DE HOSPITALIZACION,19.5973,-99.263184,7,110
Atizapán de Zaragoza,H.G. DR.SALVADOR GONZÁLEZ HERREJON,UNIDAD DE HOSPITALIZACION,19.546222,-99.237508,29,178
Atizapán de Zaragoza,CSC/H COLONIA HIGUERA (MOD.MATERNO INFANTIL),UNIDAD DE CONSULTA EXTERNA,19.565107,-99.243431,6,2
Atizapán de Zaragoza,MÓDULO ODONTOPEDIÁTRICO LAS ALAMEDAS,UNIDAD DE CONSULTA EXTERNA,19.5565611,-99.2510333,1,0
Atizapán de Zaragoza,CAPA CENTRO NUEVA VIDA ATIZAPAN,UNIDAD DE CONSULTA EXTERNA,19.5967389,-99.23470833,3,0
Atizapán de Zaragoza,CENTRO DE SALUD EL POTRERO,UNIDAD DE CONSULTA EXTERNA,19.5476722,-99.2371,2,0
Atizapán de Zaragoza,CENTRO DE SALUD LA CAÑADA,UNIDAD DE CONSULTA EXTERNA,19.593878,-99.251591,2,0
Atizapán de Zaragoza,COL. MÉXICO NUEVO,UNIDAD DE CONSULTA EXTERNA,19.5611972,-99.26461667,2,0
Atizapán de Zaragoza,COL. UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD DE CONSULTA EXTERNA,19.60597475,-99.2515397,2,0
Atizapán de Zaragoza,SAN MARTÍN DE PORRES,UNIDAD DE CONSULTA EXTERNA,19.540975,-99.25008,3,0
Atizapán de Zaragoza,COLONIA LAS PEÑITAS,UNIDAD DE CONSULTA EXTERNA,19.581486,-99.2258833,3,0
Atizapán de Zaragoza,MARGARITA MAZA DE JUÁREZ,UNIDAD DE CONSULTA EXTERNA,19.58923954,-99.22478199,3,0
Atizapán de Zaragoza,LAS COLONIAS,UNIDAD DE CONSULTA EXTERNA,19.561734,-99.23297019,5,0
Atizapán de Zaragoza,LOMAS DE SAN MIGUEL,UNIDAD DE CONSULTA EXTERNA,19.59678452,-99.23444343,4,0
Atizapán de Zaragoza,COL. ADOLFO LÓPEZ MATEOS,UNIDAD DE CONSULTA EXTERNA,19.58618405,-99.2650823,7,0
Atizapán de Zaragoza,HIGUERA,UNIDAD DE CONSULTA EXTERNA,19.57452498,-99.243759,7,0
Atizapán de Zaragoza,JURISDICCIÓN DE REGULACIÓN SANITARIA NO. 12 ATIZAPAN,ESTABLECIMIENTO DE APOYO,19.556827,99.24262,0,0
Atizapán de Zaragoza,JURISDICCIÓN SANITARIA X. A. DE ZARAGOZA,ESTABLECIMIENTO DE APOYO,19.5647625,-99.24278833,0,0
Atlacomulco,HOSPITAL GENERAL ATLACOMULCO,UNIDAD DE HOSPITALIZACION,19.788894,-99.882592,9,100
Atlacomulco,CEAPS SAN LORENZO TLACOTEPEC,UNIDAD DE CONSULTA EXTERNA,19.81929057,-99.91734189,5,4
Atlacomulco,CENTRO DE ATENCIÓN ESTOMATOLÓGICA ATLACOMULCO,UNIDAD DE CONSULTA EXTERNA,19.79814363,-99.87922502,8,0
Atlacomulco,MATERNIDAD ATLACOMULCO,UNIDAD DE CONSULTA EXTERNA,19.798059,-99.87983,10,15
Atlacomulco,BOBASHI DE GUADALUPE,UNIDAD DE CONSULTA EXTERNA,19.874122,-99.913335,1,0
Atlacomulco,BOMBATEVI EJIDO,UNIDAD DE CONSULTA EXTERNA,19.815842,-99.887165,1,0
Atlacomulco,CENTRO DE SALUD SAN JOSE TOXI,UNIDAD DE CONSULTA EXTERNA,19.866413,-99.937254,1,0
Atlacomulco,CHOSTO DE LOS JARROS,UNIDAD DE CONSULTA EXTERNA,19.864442,-99.903698,1,0
Atlacomulco,CUENDO,UNIDAD DE CONSULTA EXTERNA,19.800053,-99.951049,1,0
Atlacomulco,EL SALTO,UNIDAD DE CONSULTA EXTERNA,19.814681,-99.799602,1,0
Atlacomulco,MANTO DEL RIO,UNIDAD DE CONSULTA EXTERNA,19.84236873,-99.92668438,1,0
Atlacomulco,SAN BARTOLO LANZADOS,UNIDAD DE CONSULTA EXTERNA,19.866467,-99.89381635,1,0
Atlacomulco,SAN FELIPE PUEBLO NUEVO,UNIDAD DE CONSULTA EXTERNA,19.76779363,-99.75742322,1,0
Atlacomulco,SAN FRANCISCO CHALCHIHUAPAN,UNIDAD DE CONSULTA EXTERNA,19.77060298,-99.82102376,1,0
Atlacomulco,SAN JERONIMO DE LOS JARROS,UNIDAD DE CONSULTA EXTERNA,19.87867367,-99.92312289,1,0
Atlacomulco,SAN LUIS BORO,UNIDAD DE CONSULTA EXTERNA,19.812085,-99.854839,1,0
Atlacomulco,TIERRAS BLANCAS,UNIDAD DE CONSULTA EXTERNA,19.661315,-99.626356,1,0
Atlacomulco,SAN JOSÉ DEL TUNAL,UNIDAD DE CONSULTA EXTERNA,19.7897194,-99.83927888,2,0
Atlacomulco,SAN JUAN DE LOS JARROS,UNIDAD DE CONSULTA EXTERNA,19.86139148,-99.91548324,2,0
Atlacomulco,CAPA CENTRO NUEVA VIDA ATLACOMULCO,UNIDAD DE CONSULTA EXTERNA,19.81399,-99.89514,3,0
Atlacomulco,SAN ANTONIO ENCHISI,UNIDAD DE CONSULTA EXTERNA,19.75251638,-99.82775891,2,0
Atlacomulco,SAN PEDRO DEL ROSAL,UNIDAD DE CONSULTA EXTERNA,19.78126949,-99.80972362,2,0
Atlacomulco,SANTIAGO ACUTZILAPAN,UNIDAD DE CONSULTA EXTERNA,19.78712636,-99.76769376,3,0
Atlacomulco,CENTRO DE SALUD URBANO DR. ERNESTO GONZÁLEZ MERCADO,UNIDAD DE CONSULTA EXTERNA,19.79841619,-99.87993044,5,0
Atlacomulco,JURISDICCIÓN DE REGULACIÓN SANITARIA NO. 5 ATLACOMULCO,ESTABLECIMIENTO DE APOYO,19.7968,-99.8765,0,0
Atlacomulco,JURISDICCIÓN SANITARIA I ATLACOMULCO,ESTABLECIMIENTO DE APOYO,19.798896,-99.870228,0,0
Atlautla,CEAPS ATLAUTLA,UNIDAD DE CONSULTA EXTERNA,19.02797341,-98.78126544,6,4
Atlautla,SAN JUAN TEPECOCULCO,UNIDAD DE CONSULTA EXTERNA,18.98860022,-98.79123253,1,0
Atlautla,SAN ANDRÉS TLALAMAC,UNIDAD DE CONSULTA EXTERNA,18.962644,-98.814417,2,0
Atlautla,SAN JUAN TEHUIXTITLAN,UNIDAD DE CONSULTA EXTERNA,19.0506913,-98.76879048,3,0
Axapusco,HOSPITAL GENERAL DE AXAPUSCO,UNIDAD DE HOSPITALIZACION,19.733024,-98.769851,12,98
Axapusco,CEAPS AXAPUSCO MARIANO MATAMOROS BICENTENARIO,UNIDAD DE CONSULTA EXTERNA,19.730432,-98.757981,6,2
Axapusco,ATLA,UNIDAD DE CONSULTA EXTERNA,19.74922,-98.687622,2,0
Axapusco,XALA,UNIDAD DE CONSULTA EXTERNA,19.763664,-98.647652,2,0
Axapusco,U. MÓVIL ISEM AXAPUSCO,UNIDAD DE CONSULTA EXTERNA,19.73037,-98.7579491,0,0
Axapusco,CENTRO DE SALUD SANTO DOMINGO AZTACAMECA,UNIDAD DE CONSULTA EXTERNA,19.78338,-98.769131,3,0
Axapusco,JALTEPEC,UNIDAD DE CONSULTA EXTERNA,19.728297,-98.634154,3,0
Axapusco,SANTA MARÍA ACTIPAC,UNIDAD DE CONSULTA EXTERNA,19.855277,-98.746893,2,0
Axapusco,COORDINACIÓN MUNICIPAL NOPALTEPEC,ESTABLECIMIENTO DE APOYO,19.7829944,-98.7692055,0,0
Ayapango,MIHUACÁN,UNIDAD DE CONSULTA EXTERNA,19.109013,-98.808719,1,0
Ayapango,AYAPANGO,UNIDAD DE CONSULTA EXTERNA,19.126825,-98.800947,3,0
Calimaya,LA CONCEPCIÓN COATIPAC,UNIDAD DE CONSULTA EXTERNA,19.182556,-99.567296,1,0
Calimaya,CALIMAYA NORTE,UNIDAD DE CONSULTA EXTERNA,19.167693,-99.617549,1,0
Calimaya,SAN LORENZO CUAUHTENCO,UNIDAD DE CONSULTA EXTERNA,19.200101,-99.630442,1,0
Calimaya,GUADALUPE ZARAGOZA,UNIDAD DE CONSULTA EXTERNA,19.150813,-99.645952,3,0
Calimaya,SANTA MARÍA NATIVITAS,UNIDAD DE CONSULTA EXTERNA,19.21098,-99.626418,3,0
Calimaya,CALIMAYA SUR,UNIDAD DE CONSULTA EXTERNA,19.160908,-99.61563,4,0
Capulhuac,SANTA MARÍA COAXUSCO,UNIDAD DE CONSULTA EXTERNA,19.192591,-99.459518,1,0
Capulhuac,CEAPS CAPULHUAC DE MIRAFUENTES,UNIDAD DE CONSULTA EXTERNA,19.196602,-99.461468,9,4
Capulhuac,CAPA CENTRO NUEVA VIDA CAPULHUAC,UNIDAD DE CONSULTA EXTERNA,19.196531,-99.461254,4,0
Capulhuac,SAN MIGUEL ALMAYA,UNIDAD DE CONSULTA EXTERNA,19.206709,-99.443787,2,0
Capulhuac,SAN NICOLÁS TLAZALA,UNIDAD DE CONSULTA EXTERNA,19.227861,-99.466205,2,0
Coacalco de Berriozábal,COACALCO,UNIDAD DE CONSULTA EXTERNA,19.630174,-99.105177,5,0
Coacalco de Berriozábal,SAN RAFAEL,UNIDAD DE CONSULTA EXTERNA,19.649878,-99.082791,7,0
Coatepec Harinas,HOSPITAL RAMÓN LÓPEZ RAYÓN BICENTENARIO COATEPEC HARINAS,UNIDAD DE HOSPITALIZACION,18.924836,-99.766413,12,26
Coatepec Harinas,AGUA AMARGA,UNIDAD DE CONSULTA EXTERNA,18.933309,-99.753025,1,0
Coatepec Harinas,AGUA BENDITA,UNIDAD DE CONSULTA EXTERNA,18.985669,-99.854265,1,0
Coatepec Harinas,CHILTEPEC,UNIDAD DE CONSULTA EXTERNA,18.913719,-99.834016,2,0
Coatepec Harinas,COL. HIDALGO (SAN LUIS),UNIDAD DE CONSULTA EXTERNA,18.884424,-99.759184,1,0
Coatepec Harinas,IXTLÁHUACA DE VILLADA,UNIDAD DE CONSULTA EXTERNA,18.918548,-99.80801,1,0
Coatepec Harinas,LAS VUELTAS,UNIDAD DE CONSULTA EXTERNA,18.9020421,-99.8567443,1,0
Coatepec Harinas,LLANO GRANDE,UNIDAD DE CONSULTA EXTERNA,18.828622,-99.767004,2,0
Coatepec Harinas,MEYUCA,UNIDAD DE CONSULTA EXTERNA,18.851161,-99.781098,1,0
Coatepec Harinas,PLAN DE SAN FRANCISCO,UNIDAD DE CONSULTA EXTERNA,18.902087,-99.724331,1,0
Coatepec Harinas,ACUITLAPILCO,UNIDAD DE CONSULTA EXTERNA,18.904678,-99.787541,2,0
Coatepec Harinas,PIEDRAS ANCHAS,UNIDAD DE CONSULTA EXTERNA,18.979333,-99.780119,2,0
Coatepec Harinas,CARAVANA LAS JARAS,UNIDAD DE CONSULTA EXTERNA,18.923725,-99.768234,1,0
Cocotitlán,CEAPS COCOTITLÁN,UNIDAD DE CONSULTA EXTERNA,19.234595,-98.865245,6,4
Cocotitlán,SAN ANDRÉS METLA,UNIDAD DE CONSULTA EXTERNA,19.21909,-98.835786,2,0
Coyotepec,COYOTEPEC,UNIDAD DE CONSULTA EXTERNA,19.776797,-99.213343,4,0
Cuautitlán,H.G. JOSÉ VICENTE VILLADA,UNIDAD DE HOSPITALIZACION,19.6645,-99.1787,21,234
Cuautitlán,CENTRO DE ATENCIÓN ODONTOLÓGICA CUAUTITLÁN,UNIDAD DE CONSULTA EXTERNA,19.663798,-99.177954,1,0
Cuautitlán,MATERNIDAD CUAUTITLÁN,UNIDAD DE CONSULTA EXTERNA,19.718075,-99.156172,3,8
Cuautitlán,CAPA CENTRO NUEVA VIDA CUAUTITLAN,UNIDAD DE CONSULTA EXTERNA,19.669797,-99.153388,6,0
