Municipio,Nombre,Tipo,Latitud,Longitud,ConsultoriosG,ConsultoriosO,ConsultoriosT,CamasH,CamasO,CamasT
AMANALCO,EL POTRERO,UNIDAD DE CONSULTA EXTERNA,19.306101,-99.993993,1,0,1,0,0,0
AMANALCO,SAN BARTOLO,UNIDAD DE CONSULTA EXTERNA,19.248219,-100.056445,1,0,1,0,0,0
AMANALCO,SAN MATEO,UNIDAD DE CONSULTA EXTERNA,19.279974,-100.015133,1,0,1,0,0,0
AMANALCO,SAN JERÓNIMO,UNIDAD DE CONSULTA EXTERNA,19.240602,-100.02231,2,1,3,0,0,0
AMANALCO,AMANALCO,UNIDAD DE CONSULTA EXTERNA,19.253818,-100.022128,2,1,3,0,0,0
AMATEPEC,CEAPS AMATEPEC,UNIDAD DE CONSULTA EXTERNA,18.682822,-100.185877,4,6,10,0,5,5
AMATEPEC,AGUACATITLÁN,UNIDAD DE CONSULTA EXTERNA,18.709017,-100.289299,1,0,1,0,0,0
AMATEPEC,CINCUENTA ARROBAS,UNIDAD DE CONSULTA EXTERNA,18.652603,-100.382364,1,0,1,0,0,0
AMATEPEC,EL CERRO DEL CAMPO,UNIDAD DE CONSULTA EXTERNA,18.663208,-100.263083,1,0,1,0,0,0
AMATEPEC,EL SALITRE PALMARILLOS,UNIDAD DE CONSULTA EXTERNA,18.724666,-100.288285,1,1,2,0,0,0
AMATEPEC,GOLETA LA,UNIDAD DE CONSULTA EXTERNA,18.678244,-100.099655,1,0,1,0,0,0
AMATEPEC,PUENTE VIEJO,UNIDAD DE CONSULTA EXTERNA,18.791818,-100.179218,1,0,1,0,0,0
AMATEPEC,SAN MARTÍN,UNIDAD DE CONSULTA EXTERNA,18.75163,-100.241371,1,0,1,0,0,0
AMATEPEC,SAN MIGUEL ZINACAUSTO,UNIDAD DE CONSULTA EXTERNA,18.713837,-100.242724,1,0,1,0,0,0
AMATEPEC,SAN SIMON,UNIDAD DE CONSULTA EXTERNA,18.746613,-100.173317,1,0,1,0,0,0
AMATEPEC,SANTIAGO AMATEPEC,UNIDAD DE CONSULTA EXTERNA,18.68968,-100.24392,1,0,1,0,0,0
AMATEPEC,U. MÓVIL ISEM BARRANCA DE ESMERALDAS,UNIDAD DE CONSULTA EXTERNA,18.698801,-100.368941,0,0,0,0,0,0
AMATEPEC,U. MÓVIL ISEM CERRO DE LAS ANIMAS,UNIDAD DE CONSULTA EXTERNA,18.698801,-100.368941,0,0,0,0,0,0
AMATEPEC,U. MÓVIL ISEM LA PAROTA,UNIDAD DE CONSULTA EXTERNA,18.682859,-100.185754,0,0,0,0,0,0
AMATEPEC,U. MÓVIL ISEM MANGO MATUZ,UNIDAD DE CONSULTA EXTERNA,18.698801,-100.368941,0,0,0,0,0,0
AMATEPEC,PALMAR CHICO,UNIDAD DE CONSULTA EXTERNA,18.698814,-100.368934,3,1,4,0,0,0
AMECAMECA,H.G. VALENTÍN GÓMEZ FARÍAS (SAN FRANCISCO ZENTLALPAN),UNIDAD DE HOSPITALIZACION,19.14126,-98.785105,0,9,9,60,38,98
AMECAMECA,CENTRO DE SALUD SANTA ISABEL CHALMA AMECAMECA,UNIDAD DE CONSULTA EXTERNA,19.158172,-98.761427,1,0,1,0,0,0
AMECAMECA,ZOYATZINGO,UNIDAD DE CONSULTA EXTERNA,19.09143624,-98.78536922,1,0,1,0,0,0
AMECAMECA,SAN PEDRO NEXAPA,UNIDAD DE CONSULTA EXTERNA,19.081637,-98.730733,2,1,3,0,0,0
AMECAMECA,AMECAMECA,UNIDAD DE CONSULTA EXTERNA,19.115154,-98.769335,6,1,7,0,0,0
AMECAMECA,ALMACÉN JURISDICCIONAL AMECAMECA,ESTABLECIMIENTO DE APOYO,19.129485,-99.771599,0,0,0,0,0,0
APAXCO,COYOTILLOS,UNIDAD DE CONSULTA EXTERNA,20.000552,-99.157577,1,0,1,0,0,0
APAXCO,SANTA MARÍA APAXCO,UNIDAD DE CONSULTA EXTERNA,19.569466,-99.765138,1,0,1,0,0,0
APAXCO,APAXCO,UNIDAD DE CONSULTA EXTERNA,19.979335,-99.169152,2,1,3,0,0,0
ATENCO,CEAPS SAN SALVADOR ATENCO,UNIDAD DE CONSULTA EXTERNA,19.54664,-98.914321,3,5,8,0,6,6
ATENCO,CEAPS SANTA ROSA,UNIDAD DE CONSULTA EXTERNA,19.590237,-98.96584,2,3,5,0,1,1
ATENCO,ZAPOTLAN,UNIDAD DE CONSULTA EXTERNA,19.54718718,-98.90017057,2,0,2,0,0,0
ATENCO,SN CRISTÓBAL NEXQUIPAYAC,UNIDAD DE CONSULTA EXTERNA,19.581724,-98.9306748,1,0,1,0,0,0
ATENCO,SAN FRANCISCO ACUEXCOMAC,UNIDAD DE CONSULTA EXTERNA,19.560428,-98.912778,2,0,2,0,0,0
ATENCO,SANTA ISABEL IXTAPAN,UNIDAD DE CONSULTA EXTERNA,19.58221,-98.946,2,1,3,0,0,0
ATIZAPáN,HOSPITAL MUNICIPAL SANTA CRUZ ATIZAPÁN BICENTENARIO,UNIDAD DE HOSPITALIZACION,19.181763,-99.490306,3,6,9,6,14,20
ATIZAPáN DE ZARAGOZA,HOSPITAL MATERNO INFANTIL GUADALUPE VICTORIA ATIZAPÁN DE ZARAGOZA,UNIDAD DE HOSPITALIZACION,19.5973,-99.263184,0,7,7,60,50,110
ATIZAPáN DE ZARAGOZA,H.G. DR.SALVADOR GONZÁLEZ HERREJON,UNIDAD DE HOSPITALIZACION,19.546222,-99.237508,1,28,29,144,34,178
ATIZAPáN DE ZARAGOZA,CSC/H COLONIA HIGUERA (MOD.MATERNO INFANTIL),UNIDAD DE CONSULTA EXTERNA,19.565107,-99.243431,5,1,6,0,2,2
ATIZAPáN DE ZARAGOZA,MÓDULO ODONTOPEDIÁTRICO LAS ALAMEDAS,UNIDAD DE CONSULTA EXTERNA,19.5565611,-99.2510333,0,1,1,0,0,0
ATIZAPáN DE ZARAGOZA,CAPA CENTRO NUEVA VIDA ATIZAPAN,UNIDAD DE CONSULTA EXTERNA,19.5967389,-99.23470833,0,3,3,0,0,0
ATIZAPáN DE ZARAGOZA,CENTRO DE SALUD EL POTRERO,UNIDAD DE CONSULTA EXTERNA,19.5476722,-99.2371,1,1,2,0,0,0
ATIZAPáN DE ZARAGOZA,CENTRO DE SALUD LA CAÑADA,UNIDAD DE CONSULTA EXTERNA,19.593878,-99.251591,1,1,2,0,0,0
ATIZAPáN DE ZARAGOZA,COL. MÉXICO NUEVO,UNIDAD DE CONSULTA EXTERNA,19.5611972,-99.26461667,2,0,2,0,0,0
ATIZAPáN DE ZARAGOZA,COL. UNIVERSIDAD AUTONOMA METROPOLITANA,UNIDAD DE CONSULTA EXTERNA,19.60597475,-99.2515397,2,0,2,0,0,0
ATIZAPáN DE ZARAGOZA,SAN MARTÍN DE PORRES,UNIDAD DE CONSULTA EXTERNA,19.540975,-99.25008,2,1,3,0,0,0
ATIZAPáN DE ZARAGOZA,COLONIA LAS PEÑITAS,UNIDAD DE CONSULTA EXTERNA,19.581486,-99.2258833,3,0,3,0,0,0
ATIZAPáN DE ZARAGOZA,MARGARITA MAZA DE JUÁREZ,UNIDAD DE CONSULTA EXTERNA,19.58923954,-99.22478199,3,0,3,0,0,0
ATIZAPáN DE ZARAGOZA,LAS COLONIAS,UNIDAD DE CONSULTA EXTERNA,19.561734,-99.23297019,4,1,5,0,0,0
ATIZAPáN DE ZARAGOZA,LOMAS DE SAN MIGUEL,UNIDAD DE CONSULTA EXTERNA,19.59678452,-99.23444343,4,0,4,0,0,0
ATIZAPáN DE ZARAGOZA,COL. ADOLFO LÓPEZ MATEOS,UNIDAD DE CONSULTA EXTERNA,19.58618405,-99.2650823,5,2,7,0,0,0
ATIZAPáN DE ZARAGOZA,HIGUERA,UNIDAD DE CONSULTA EXTERNA,19.57452498,-99.243759,6,1,7,0,0,0
ATIZAPáN DE ZARAGOZA,JURISDICCIÓN DE REGULACIÓN SANITARIA NO. 12 ATIZAPAN,ESTABLECIMIENTO DE APOYO,19.556827,-99.24262,0,0,0,0,0,0
ATIZAPáN DE ZARAGOZA,JURISDICCIÓN SANITARIA X. A. DE ZARAGOZA,ESTABLECIMIENTO DE APOYO,19.5647625,-99.24278833,0,0,0,0,0,0
ATLACOMULCO,HOSPITAL GENERAL ATLACOMULCO,UNIDAD DE HOSPITALIZACION,19.788894,-99.882592,0,9,9,60,40,100
ATLACOMULCO,CEAPS SAN LORENZO TLACOTEPEC,UNIDAD DE CONSULTA EXTERNA,19.81929057,-99.91734189,2,3,5,0,4,4
ATLACOMULCO,CENTRO DE ATENCIÓN ESTOMATOLÓGICA ATLACOMULCO,UNIDAD DE CONSULTA EXTERNA,19.79814363,-99.87922502,0,8,8,0,0,0
ATLACOMULCO,MATERNIDAD ATLACOMULCO,UNIDAD DE CONSULTA EXTERNA,19.798059,-99.87983,3,7,10,0,15,15
ATLACOMULCO,BOBASHI DE GUADALUPE,UNIDAD DE CONSULTA EXTERNA,19.874122,-99.913335,1,0,1,0,0,0
ATLACOMULCO,BOMBATEVI EJIDO,UNIDAD DE CONSULTA EXTERNA,19.815842,-99.887165,1,0,1,0,0,0
ATLACOMULCO,CENTRO DE SALUD SAN JOSE TOXI,UNIDAD DE CONSULTA EXTERNA,19.866413,-99.937254,1,0,1,0,0,0
ATLACOMULCO,CHOSTO DE LOS JARROS,UNIDAD DE CONSULTA EXTERNA,19.864442,-99.903698,1,0,1,0,0,0
ATLACOMULCO,CUENDO,UNIDAD DE CONSULTA EXTERNA,19.800053,-99.951049,1,0,1,0,0,0
ATLACOMULCO,EL SALTO,UNIDAD DE CONSULTA EXTERNA,19.814681,-99.799602,1,0,1,0,0,0
ATLACOMULCO,MANTO DEL RIO,UNIDAD DE CONSULTA EXTERNA,19.84236873,-99.92668438,1,0,1,0,0,0
ATLACOMULCO,SAN BARTOLO LANZADOS,UNIDAD DE CONSULTA EXTERNA,19.866467,-99.89381635,1,0,1,0,0,0
ATLACOMULCO,SAN FELIPE PUEBLO NUEVO,UNIDAD DE CONSULTA EXTERNA,19.76779363,-99.75742322,1,0,1,0,0,0
ATLACOMULCO,SAN FRANCISCO CHALCHIHUAPAN,UNIDAD DE CONSULTA EXTERNA,19.77060298,-99.82102376,1,0,1,0,0,0
ATLACOMULCO,SAN JERONIMO DE LOS JARROS,UNIDAD DE CONSULTA EXTERNA,19.87867367,-99.92312289,1,0,1,0,0,0
ATLACOMULCO,SAN LUIS BORO,UNIDAD DE CONSULTA EXTERNA,19.812085,-99.854839,1,0,1,0,0,0
ATLACOMULCO,TIERRAS BLANCAS,UNIDAD DE CONSULTA EXTERNA,19.661315,-99.626356,1,0,1,0,0,0
ATLACOMULCO,SAN JOSÉ DEL TUNAL,UNIDAD DE CONSULTA EXTERNA,19.7897194,-99.83927888,2,0,2,0,0,0
ATLACOMULCO,SAN JUAN DE LOS JARROS,UNIDAD DE CONSULTA EXTERNA,19.86139148,-99.91548324,2,0,2,0,0,0
ATLACOMULCO,CAPA CENTRO NUEVA VIDA ATLACOMULCO,UNIDAD DE CONSULTA EXTERNA,19.81399,-99.89514,1,2,3,0,0,0
ATLACOMULCO,SAN ANTONIO ENCHISI,UNIDAD DE CONSULTA EXTERNA,19.75251638,-99.82775891,2,0,2,0,0,0
ATLACOMULCO,SAN PEDRO DEL ROSAL,UNIDAD DE CONSULTA EXTERNA,19.78126949,-99.80972362,2,0,2,0,0,0
ATLACOMULCO,SANTIAGO ACUTZILAPAN,UNIDAD DE CONSULTA EXTERNA,19.78712636,-99.76769376,2,1,3,0,0,0
ATLACOMULCO,CENTRO DE SALUD URBANO DR. ERNESTO GONZÁLEZ MERCADO,UNIDAD DE CONSULTA EXTERNA,19.79841619,-99.87993044,5,0,5,0,0,0
ATLACOMULCO,JURISDICCIÓN DE REGULACIÓN SANITARIA NO. 5 ATLACOMULCO,ESTABLECIMIENTO DE APOYO,19.7968,-99.8765,0,0,0,0,0,0
ATLACOMULCO,JURISDICCIÓN SANITARIA I ATLACOMULCO,ESTABLECIMIENTO DE APOYO,19.798896,-99.870228,0,0,0,0,0,0
ATLAUTLA,CEAPS ATLAUTLA,UNIDAD DE CONSULTA EXTERNA,19.02797341,-98.78126544,2,4,6,0,4,4
ATLAUTLA,SAN JUAN TEPECOCULCO,UNIDAD DE CONSULTA EXTERNA,18.98860022,-98.79123253,1,0,1,0,0,0
ATLAUTLA,SAN ANDRÉS TLALAMAC,UNIDAD DE CONSULTA EXTERNA,18.962644,-98.814417,2,0,2,0,0,0
ATLAUTLA,SAN JUAN TEHUIXTITLAN,UNIDAD DE CONSULTA EXTERNA,19.0506913,-98.76879048,2,1,3,0,0,0
AXAPUSCO,HOSPITAL GENERAL DE AXAPUSCO,UNIDAD DE HOSPITALIZACION,19.733024,-98.769851,1,11,12,60,38,98
AXAPUSCO,CEAPS AXAPUSCO MARIANO MATAMOROS BICENTENARIO,UNIDAD DE CONSULTA EXTERNA,19.730432,-98.757981,2,4,6,0,2,2
AXAPUSCO,ATLA,UNIDAD DE CONSULTA EXTERNA,19.74922,-98.687622,1,1,2,0,0,0
AXAPUSCO,XALA,UNIDAD DE CONSULTA EXTERNA,19.763664,-98.647652,1,1,2,0,0,0
AXAPUSCO,U. MÓVIL ISEM AXAPUSCO,UNIDAD DE CONSULTA EXTERNA,19.73037,-98.7579491,0,0,0,0,0,0
AXAPUSCO,CENTRO DE SALUD SANTO DOMINGO AZTACAMECA,UNIDAD DE CONSULTA EXTERNA,19.78338,-98.769131,2,1,3,0,0,0
AXAPUSCO,JALTEPEC,UNIDAD DE CONSULTA EXTERNA,19.728297,-98.634154,2,1,3,0,0,0
AXAPUSCO,SANTA MARÍA ACTIPAC,UNIDAD DE CONSULTA EXTERNA,19.855277,-98.746893,2,0,2,0,0,0
AXAPUSCO,COORDINACIÓN MUNICIPAL NOPALTEPEC,ESTABLECIMIENTO DE APOYO,19.7829944,-98.7692055,0,0,0,0,0,0
AYAPANGO,MIHUACÁN,UNIDAD DE CONSULTA EXTERNA,19.109013,-98.808719,1,0,1,0,0,0
AYAPANGO,AYAPANGO,UNIDAD DE CONSULTA EXTERNA,19.126825,-98.800947,2,1,3,0,0,0
CALIMAYA,LA CONCEPCIÓN COATIPAC,UNIDAD DE CONSULTA EXTERNA,19.182556,-99.567296,1,0,1,0,0,0
CALIMAYA,CALIMAYA NORTE,UNIDAD DE CONSULTA EXTERNA,19.167693,-99.617549,1,0,1,0,0,0
